Subtribe,Species Name,Authority,Synonymous,Chromosome number (2n),Chromosome number (n),Chromosome Number Reference,Genome Size (1C (pg)),Genome Size Reference
Maxillariinae Benth.,Heterotaxis discolor,(Lodd. ex Lindl.) Ojeda & Carnevali,Dicrypta discolor Lodd. ex Lindl.; Maxillaria discolor (Lodd. ex Lindl.) Rchb.,42,NA,Cabral et al. (2006),NA,
Maxillariinae Benth.,Heterotaxis discolor,(Lodd. ex Lindl.) Ojeda & Carnevali,Dicrypta discolor Lodd. ex Lindl.; Maxillaria discolor (Lodd. ex Lindl.) Rchb.,42,NA,Moraes et al. (2016),NA,
Maxillariinae Benth.,Heterotaxis equitans,(Schltr.) Ojeda & Carnevali,Camaridium equitans Schltr.; Camaridium vandiforme Schltr.; Marsupiaria equitans (Schltr.) Hoehne; Marsupiaria matogrossensis (Brade) Hoehne; Marsupiaria vandiformis (Schltr.) Hoehne; Maxillaria equitans (Schltr.) Garay; Maxillaria matogrossensis Brade; Maxillaria vandiformis (Schltr.) C.Schweinf. ,42,NA,Moraes et al. (2016),3.85,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis equitans,(Schltr.) Ojeda & Carnevali,Camaridium equitans Schltr.; Camaridium vandiforme Schltr.; Marsupiaria equitans (Schltr.) Hoehne; Marsupiaria matogrossensis (Brade) Hoehne; Marsupiaria vandiformis (Schltr.) Hoehne; Maxillaria equitans (Schltr.) Garay; Maxillaria matogrossensis Brade; Maxillaria vandiformis (Schltr.) C.Schweinf. ,42,NA,Engel et al. (sub.),3.85,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis superflua,(Rchb.f.) F.Barros,Dicrypta longifolia Barb.Rodr.; Maxillaria longifolia (Barb.Rodr.) Cogn.; Maxillaria superflua Rchb.f.; Maxillaria tarumaensis Hoehne ,42,NA,Moraes et al. (2016),3.835,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis superflua,(Rchb.f.) F.Barros,Dicrypta longifolia Barb.Rodr.; Maxillaria longifolia (Barb.Rodr.) Cogn.; Maxillaria superflua Rchb.f.; Maxillaria tarumaensis Hoehne ,42,NA,Engel et al. (sub.),3.835,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis valenzuelana,(A.Rich.) Ojeda & Carnevali,Dicrypta iridifolia Bateman ex Rchb.f.; Dicrypta irisphyta Barb.Rodr.; Marsupiaria iridifolia (Bateman ex Rchb.f.) Hoehne; Marsupiaria valenzuelana (A.Rich.) Garay; Marsupiaria valenzuelana var. angustata (J.T.Atwood) Senghas; Maxillaria iridifolia (Bateman ex Rchb.f.) Rchb.f.; Maxillaria valenzuelana (A.Rich.) Nash; Maxillaria valenzuelana subsp. angustata J.T.Atwood; Pleurothallis valenzuelana A.Rich. ,40,NA,Moraes et al. (2016),3.73,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis villosa,(Barb.Rodr.) F.Barros,Dicrypta villosa Barb.Rodr.; Maxillaria villosa (Barb.Rodr.) Cogn. ,42,NA,Moraes et al. (2016),4.375,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis violaceopunctata,(Rchb.f.) F.Barros,Maxillaria glumacea Rolfe; Maxillaria violaceopunctata Rchb.f. ,42,NA,Goldblatt (1985),4.25,Moraes et al. (2016)
Maxillariinae Benth.,Heterotaxis violaceopunctata,(Rchb.f.) F.Barros,Maxillaria glumacea Rolfe; Maxillaria violaceopunctata Rchb.f. ,42,NA,Moraes et al. (2016),4.25,Moraes et al. (2016)
Maxillariinae Benth.,Genus Lycaste Lindl. (46 species),,,,,,,
Maxillariinae Benth.,Lycaste aromatica,(Graham) Lindl.,Colax aromaticus (Graham) Spreng.; Lycaste aromatica var. hartleyorum Oakeley; Lycaste aromatica var. punctata Linden;Lycaste aromatica var. retroflexa Oakeley; Lycaste aromatica var. retusa Lindl.; Maxillaria aromatica Graham; Selbyana aromatica (Graham) Archila,40,NA,Aoyama & Karasawa (1988),NA,
Maxillariinae Benth.,Lycaste cruenta,(Lindl.) Lindl.,Lycaste balsamea A.Rich.; Lycaste chrysoptera C.Morren; Lycaste cruenta var. concolor Oakeley; Lycaste cruenta var. longibracteata Oakeley; Lycaste cruenta var. sulphurea (Rchb.f.) Oakeley; Lycaste rossiana Rolfe; Lycaste saccata A.Rich.; Lycaste sulphurea Rchb.f.; Maxillaria balsamea (A.Rich.) Beer; Maxillaria chrysoptera (C.Morren) Beer; Maxillaria cruenta Lindl.; Selbyana cruenta (Lindl.) Archila ,40,NA,Aoyama & Karasawa (1988),NA,
Maxillariinae Benth.,Lycaste macrobulbon,(Hook.) Lindl.,Anguloa aurantiaca Rchb.f.; Lycaste macrobulbon var. youngii Rolfe; Lycaste mastersiana Sander; Lycaste mattogrossensis Barb.Rodr.; Lycaste pleiochroma Rchb.f.; Lycaste rossiana var. mattogrossensis Barb.Rodr.; Lycaste youngii B.S.Williams; Maxillaria macrobulbon Hook. ,40,NA,Aoyama & Karasawa (1988),3.63,Moraes et al. (2017)
Maxillariinae Benth.,Lycaste macrobulbon,(Hook.) Lindl.,Anguloa aurantiaca Rchb.f.; Lycaste macrobulbon var. youngii Rolfe; Lycaste mastersiana Sander; Lycaste mattogrossensis Barb.Rodr.; Lycaste pleiochroma Rchb.f.; Lycaste rossiana var. mattogrossensis Barb.Rodr.; Lycaste youngii B.S.Williams; Maxillaria macrobulbon Hook. ,40,NA,Moraes et al. (2012),3.63,Moraes et al. (2017)
Maxillariinae Benth.,Lycaste macrophylla,(Poepp. & Endl.) Lindl.,Lycaste filomenoi Schltr.; Lycaste macrophylla subsp. filomenoi (Schltr.) Fowlie; Lycaste macrophylla subsp. neglecta (Schltr.) Fowlie; Lycaste macrophylla subsp. plana (Lindl.) Fowlie; Lycaste macrophylla var. alba Oakeley; Lycaste macrophylla var. plana (Lindl.) Oakeley; Lycaste neglecta Schltr.; Lycaste plana Lindl.; Maxillaria macrophylla Poepp. & Endl.; Maxillaria phyllomega Steud. ,40,NA,Moraes et al. (2017),3.915,Moraes et al. (2017)
Maxillariinae Benth.,Lycaste tricolor,Rchb.f.,Maxillaria tricolor Klotzsch ,40,NA,Aoyama & Karasawa (1988),NA,
Maxillariinae Benth.,Genus Mapinguari Carnevali & R.B.Singer (5 species),,,,,,,
Maxillariinae Benth.,Mapinguari desvauxianus,(Rchb.f.) Carnevali & R.B.Singer,Maxillaria coriacea Barb.Rodr.; Maxillaria desvauxiana Rchb.f.; Maxillaria huebneri Schltr.; Maxillaria petiolaris A.Rich.; Maxillaria verrucifera C.Schweinf. ,36,NA,Blumenschein & Paker (1963),,
Maxillariinae Benth.,Mapinguari desvauxianus,(Rchb.f.) Carnevali & R.B.Singer,Maxillaria coriacea Barb.Rodr.; Maxillaria desvauxiana Rchb.f.; Maxillaria huebneri Schltr.; Maxillaria petiolaris A.Rich.; Maxillaria verrucifera C.Schweinf. ,40,NA,Cabral et al. (2006),3.27,Engel et al. (sub.)
Maxillariinae Benth.,Mapinguari desvauxianus,(Rchb.f.) Carnevali & R.B.Singer,Maxillaria coriacea Barb.Rodr.; Maxillaria desvauxiana Rchb.f.; Maxillaria huebneri Schltr.; Maxillaria petiolaris A.Rich.; Maxillaria verrucifera C.Schweinf. ,40,NA,Engel et al. (sub.),3.27,Engel et al. (sub.)
Maxillariinae Benth.,Genus Maxillaria Ruiz & Pav. (320 species),,,,,,,
Maxillariinae Benth.,Maxillaria bradei,Schltr. ex Hoehne,,40,NA,Engel et al. (sub.),2.13,Engel et al. (sub.)
Maxillariinae Benth.,Maxillaria crocea,Lindl.,Maxillaria crocea var. lietzei Regel; Maxillaria lindleyana Schltr; Maxillaria lindleyana var. lietzei (Regel) Hoehne ,40,NA,Blumenschein & Paker (1963),2.77,Engel et al. (sub.)
Maxillariinae Benth.,Maxillaria grandiflora,(Kunth) Lindl.,Broughtonia grandiflora (Kunth) Spreng.; Dendrobium grandiflorum Kunth; Lycaste farinosa Kraenzl.; Lycaste grandiflora (Kunth) Beer; Maxillaria eburnea Lindl.; Maxillaria grandiflora var. stenantha Rchb.f. ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Maxillaria kegelii,Rchb.f.,Maxillaria amazonica Schltr. ,40,NA,Engel et al. (sub.),2.83,Engel et al. (sub.)
Maxillariinae Benth.,Maxillaria leucaimata,Barb.Rodr.,Maxillaria leucaimata var. angustilabia Pabst ,40,NA,Engel et al. (sub.),2.29,Engel et al. (sub.)
Maxillariinae Benth.,Maxillaria ochroleuca,Lodd. ex Lindl.,Maxillaria ochroleuca var. ochroleuca; Ornithidium ochroleucum (Lodd. ex Lindl.) Senghas ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Maxillaria parkeri,Hook.,Colax parkeri (Hook.) A.Spreng.; Maxillaria lorifolia Rchb.f.; Menadena parkeri (Hook.) Raf. ,40,NA,Engel et al. (sub.),NA,
Maxillariinae Benth.,Maxillaria setigera,Lindl.,Maxillaria leptosepala Hook.; Maxillaria leptosepala var. subintegerrima Regel; Maxillaria setigera var. angustifolia Klinge; Maxillaria setigera var. carolii I.Bock ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Maxillaria setigera,Lindl.,Maxillaria leptosepala Hook.; Maxillaria leptosepala var. subintegerrima Regel; Maxillaria setigera var. angustifolia Klinge; Maxillaria setigera var. carolii I.Bock ,40,NA,Engel et al. (sub.),NA,
Maxillariinae Benth.,Genus Maxillariella M.A.Blanco & Carnevali (46 species),,,,,,,
Maxillariinae Benth.,Maxillariella alba,(Hook.) M.A.Blanco & Carnevali,Broughtonia alba (Hook.) Spreng.; Camaridium album (Hook.) Hoehne; Dendrobium album Hook.; Maxillaria alba (Hook.) Lindl.; Maxillaria hedyosma Schltr. ,40,NA,Blumenschein & Paker (1963),3.45,Engel et al. (sub.)
Maxillariinae Benth.,Maxillariella ponerantha,(Rchb.f.) M.A.Blanco & Carnevali,Maxillaria ponerantha Rchb.f.,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Maxillariella procurrens,(Lindl.) M.A.Blanco & Carnevali,Maxillaria procurrens Lindl. ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Maxillariella robusta,(Barb.Rodr.) M.A.Blanco & Carnevali,Camaridium robustum Barb.Rodr.; Maxillaria johannis Pabst ,40,NA,Engel et al. (sub.),2.64,Engel et al. (sub.)
Maxillariinae Benth.,Maxillariella tenuifolia,(Lindl.) M.A.Blanco & Carnevali,Maxillaria gracilifolia Kraenzl.; Maxillaria tenuifolia Lindl. ,40,NA,Tanaka & Kamemoto (1984),2.98,Engel et al. (sub.)
Maxillariinae Benth.,Maxillariella tenuifolia,(Lindl.) M.A.Blanco & Carnevali,Maxillaria gracilifolia Kraenzl.; Maxillaria tenuifolia Lindl. ,40,NA,Engel et al. (sub.),2.98,Engel et al. (sub.)
Maxillariinae Benth.,Maxillariella variabilis,(Bateman ex Lindl.) M.A.Blanco & Carnevali,Maxillaria angustifolia Hook.; Maxillaria chiriquiensis Schltr.; Maxillaria curtipes Hook.; Maxillaria henchmannii Hook.; Maxillaria lyonii Lindl.; Maxillaria panamensis Schltr.; Maxillaria revoluta Klotzsch; Maxillaria variabilis Bateman ex Lindl.; Maxillaria variabilis var. unipunctata Lindl.; Maxillariella curtipes (Hook.) M.A.Blanco & Carnevali; Maxillariella variabilis var. unipunctata (Lindl.) Solano ,40,NA,Blumenschein & Paker (1963),2.58,Engel et al. (sub.)
Maxillariinae Benth.,"Genus Mormolyca Fenzl, Denkschr. (26 species)",,,,,,,
Maxillariinae Benth.,Mormolyca hedwigiae ,(Hamer & Dodson) M.A.Blanco,Maxillaria hedwigiae Hamer & Dodson ,34,NA,Carnevali (1991),NA,
Maxillariinae Benth.,Mormolyca ringens,(Lindl.) Gentil,Mormolyca lineolata Fenzl; Mormolyca ringens (Lindl.) Schltr.; Trigonidium ringens Lindl. ,40,NA,Engel et al. (sub.),1.89,Engel et al. (sub.)
Maxillariinae Benth.,Mormolyca rufescens,(Lindl.) M.A.Blanco,Maxillaria abelei Schltr.; Maxillaria articulata Klotzsch; Maxillaria fuscata Lindl.; Maxillaria rufescens Lindl.; Maxillaria rufescens var. flavida Rchb.f.; Maxillaria rufescens var. florida Rchb.f.; Maxillaria rugosa Scheidw.; Maxillaria vanillodora A.Rich. ex Rchb.f. ,40,NA,Blumenschein & Paker (1963),2.08,Engel et al. (sub.)
Maxillariinae Benth.,Mormolyca rufescens,(Lindl.) M.A.Blanco,Maxillaria abelei Schltr.; Maxillaria articulata Klotzsch; Maxillaria fuscata Lindl.; Maxillaria rufescens Lindl.; Maxillaria rufescens var. flavida Rchb.f.; Maxillaria rufescens var. florida Rchb.f.; Maxillaria rugosa Scheidw.; Maxillaria vanillodora A.Rich. ex Rchb.f. ,40,NA,Félix & Guerra (2000),2.09,Engel et al. (sub.)
Maxillariinae Benth.,Mormolyca rufescens,(Lindl.) M.A.Blanco,Maxillaria abelei Schltr.; Maxillaria articulata Klotzsch; Maxillaria fuscata Lindl.; Maxillaria rufescens Lindl.; Maxillaria rufescens var. flavida Rchb.f.; Maxillaria rufescens var. florida Rchb.f.; Maxillaria rugosa Scheidw.; Maxillaria vanillodora A.Rich. ex Rchb.f. ,40,NA,Engel et al. (sub.),2.10,Engel et al. (sub.)
Maxillariinae Benth.,"Genus Nitidobulbon Ojeda, Carnevali & G.A. Romero (3 species)",,,,,,,
Maxillariinae Benth.,Nitidobulbon nasutum,(Rchb.f.) Ojeda & Carnevali,Maxillaria brevipedunculata Ames & C.Schweinf.; Maxillaria nasuta Rchb.f. ,46,NA,Engel et al. (sub.),NA,
Maxillariinae Benth.,Nitibobulbon proboscideum,(Rchb.f.) Ojeda & Carnevali,Heterotaxis proboscidea (Rchb.f.) F.Barros ; Maxillaria proboscidea Rchb.f. ,NA,NA,,NA,
Maxillariinae Benth.,Genus Ornithidium Salisb. ex R.Br. (57 species),,,,,,,
Maxillariinae Benth.,Ornithidium aureum,Poepp. & Endl.,Camaridium aureum (Poepp. & Endl.) Hoehne; Camaridium aureum var. giganteum (Lindl.) Hoehne; Maxillaria aurea (Poepp. & Endl.) L.O.Williams; Maxillaria aurea var. gigantea (Lindl.) C.Schweinf.; Maxillaria gigantea (Lindl.) Dodson; Maxillaria gigantea subsp. condorensis D.E.Benn. & Christenson; Ornithidium bolivianum Schltr.; Ornithidium giganteum Lindl. ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Ornithidium pendens,(Pabst) Senghas,Camaridium pendulum Barb.Rodr.; Camaridium rigidum (Barb.Rodr.) Schltr.; Maxillaria pendens Pabst; Maxillaria rigida Barb.Rodr.; Ornithidium rigidum (Barb.Rodr.) M.A.Blanco & Ojeda,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Ornithidium pendulum,(Poepp. & Endl.) Cogn.,Camaridium loefgrenii (Cogn.) Hoehne; Maxillaria loefgrenii (Cogn.) Pabst; Maxillaria ochracea (Rchb.f.) Garay; Maxillaria pendula (Poepp. & Endl.) C.Schweinf.; Maxillaria spathulata C.Schweinf.; Maxillaria tafallae (Rchb.f.) C.Schweinf.; Ornithidium dichotomum Schltr.; Ornithidium loefgrenii Cogn.; Ornithidium ochraceum Rchb.f.; Ornithidium tafallae (Rchb.f.) Rchb.f.; Pseudomaxillaria pendula (Poepp. & Endl.) Brieger; Scaphyglottis pendula Poepp. & Endl.; Scaphyglottis tafallae Rchb.f. ,40,NA,Blumenschein & Paker (1963),02.09,Engel et al. (sub.)
Maxillariinae Benth.,Ornithidium aggregatum,(Kunth) Rchb.f.,Dendrobium aggregatum Kunth; Laricorchis aggregata (Kunth) Szlach.; Maxillaria aggregata (Kunth) Lindl.; Ornithidium pfitzerianum F.Lehm. & Kraenzl. ,38,NA,"WILFRET, G.J., & H. KAMEMOTO. 1971. Genome and karyotype relationship in the genus Dendrobium (Orchidaceael II. Karyotype relationships. Cytologia 36: 604-613.",NA,
Maxillariinae Benth.,Ornithidium semiscabrum,Lindl.,Maxillaria fasciculata C.Schweinf.; Maxillaria semiscabra (Lindl.) P.Ortiz; Ornithidium fasciculatum (C.Schweinf.) M.A.Blanco ,40,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Genus Rhetinantha M.A.Blanco (14 species),,,,,,,
Maxillariinae Benth.,Rhetinantha cerifera,(Barb.Rodr.) M.A.Blanco,Maxillaria cerifera Barb.Rodr.; Maxillaria divaricata (Barb.Rodr.) Cogn.; Maxillaria divaricata var. parvifolia Cogn.; Maxillaria fallax Schltr.; Maxillaria nervosa Rolfe ex Britton; Ornithidium ceriferum (Barb.Rodr.) Barb.Rodr.; Ornithidium divaricatum Barb.Rodr.; Rhetinantha divaricata (Barb.Rodr.) M.A.Blanco ,38,NA,Engel et al. (sub.),2.72,Engel et al. (sub.)
Maxillariinae Benth.,Rhetinantha friedrichsthalii,(Rchb.f.) M.A.Blanco,Maxillaria friedrichsthalii Rchb.f.; Maxillaria turialbae Schltr. ,36,NA,Engel et al. (sub.),3.25,Engel et al. (sub.)
Maxillariinae Benth.,Rhetinantha notylioglossa,(Rchb.f.) M.A.Blanco,Maxillaria flavoviridis Barb.Rodr.; Maxillaria meirax Rchb.f. & Warm.; Maxillaria notylioglossa Rchb.f.; Ornithidium flavoviridium (Barb.Rodr.) Barb.Rodr. ,38,NA,Cabral et al. (2006),NA,
Maxillariinae Benth.,Rhetinantha scorpioidea,(Kraenzl.) M.A.Blanco,Camaridium scorpioideum (Kraenzl.) Hoehne; Maxillaria rhodosticta Kraenzl.; Maxillaria scorpioidea Kraenzl.,38,NA,Blumenschein & Paker (1963),NA,
Maxillariinae Benth.,Genus Rudolfiella Hoehne (6 species),,,,,,,
Maxillariinae Benth.,Rudolfiella aurantiaca,(Lindl.) Hoehne,Bifrenaria aurantiaca Lindl.; Lindleyella aurantiaca (Lindl.) Schltr.; Maxillaria aurantiaca (Lindl.) Rchb.f.; Schlechterella aurantiaca (Lindl.) Hoehne ,40,NA,Moraes et al. (2017),03.06,Moraes et al. (2017)
Maxillariinae Benth.,Genus Sauvetrea Szlach (11 species),,,,,,,
Maxillariinae Benth.,Sauvetrea laevilabris,(Lindl.) M.A.Blanco,Maxillaria koehleri Schltr.; Maxillaria laevilabris Lindl.; Maxillaria piestopus Schltr. ,42,NA,Goldblatt & Johnson (1994),NA,
Maxillariinae Benth.,Genus Scuticaria Lindl. (10 species),,,,,,,
Maxillariinae Benth.,Scuticaria hadwenii,(Lindl.) Planch. ,Bifrenaria hadwenii Lindl.; Scuticaria hadwenii (Lindl.) Hoehne; Scuticaria hadwenii var. hadwenii  ,40,NA,Moraes et al. (2017),5.69,Moraes et al. (2017)
Maxillariinae Benth.,Scuticaria irwiniana,Pabst,,NA,NA,,NA,
Maxillariinae Benth.,Scuticaria steelei,(Hook.) Lindl.,Maxillaria flabellifera Lindl.; Maxillaria steelei Hook.; Scuticaria keyseriana auct. ,40,NA,Engel et al. (sub.),5.59,Engel et al. (sub.)
Maxillariinae Benth.,Scuticaria strictifolia ,Hoehne,,NA,NA,,NA,
Maxillariinae Benth.,Genus Trigonidium Lindl. (13 species),,,,,,,
Maxillariinae Benth.,Trigonidium acuminatum,Bateman ex Lindl.,Trigonidium peruvianum Schltr.; Trigonidium subrepens Rolfe; Trigonidium tenue Lodd. ex Lindl. ,40,NA,Félix & Guerra (2000),1.79,Engel et al. (sub.)
Maxillariinae Benth.,Trigonidium egertonianum,Bateman ex Lindl.,Maxillaria brachyglossa A.Rich. & Galeotti; Trigonidium brachyglossum (A.Rich. & Galeotti) Schltr.; Trigonidium callistele Rchb.f.; Trigonidium seemannii Rchb.f.; Trigonidium spatulatum Linden & Rchb.f. ,40,NA,Moraes et al. (2012),1.7,Moraes et al. (2012)
Maxillariinae Benth.,Trigonidium obtusum,Lindl.,,40,NA,Félix & Guerra (2000),1.72,Engel et al. (sub.)
Maxillariinae Benth.,Trigonidium riopalenquense,Dodson,,40,NA,Genera Orchidacearum (2009),NA,
Maxillariinae Benth.,Genus Xylobium Lindl. (30 species),,,,,,,
Maxillariinae Benth.,Xylobium foveatum,(Lindl.) G.Nicholson,Maxillaria concava Lindl.; Maxillaria foveata Lindl.; Maxillaria stachyobiorum Rchb.f.; Xylobium concavum (Lindl.) Hemsl.; Xylobium ecuadorense Rolfe; Xylobium filomenoi Schltr.; Xylobium stachyobiorum (Rchb.f.) Hemsl. ,40,NA,Félix & Guerra (2000),4.47,Moraes et al. (2017)
Maxillariinae Benth.,Xylobium squalens,(Lindl.) Lindl.,Dendrobium squalens Lindl.; Maxillaria squalens (Lindl.) Hook.; Maxillaria squalens var. obscura Regel; Maxillaria squalens var. stenopetala Regel; Maxillaria squalens var. taffinii Mutel; Xylobium squalens f. major Hoehne; Xylobium squalens var. obscura (Regel) Cogn.; Xylobium squalens var. stenopetala (Regel) Cogn.; Xylobium squalens var. taffinii (Mutel) Cogn. ,40,NA,Goldblatt (1985),NA,
Maxillariinae Benth.,Xylobium variegatum,(Ruiz & Pav.) Garay & Dunst.,Cyrtopera scabrilinguis Lindl. ; Dendrobium carnosum C.Presl ; Dendrobium variegatum (Ruiz & Pav.) Pers.; Maxillaria scabrilinguis Lindl.; Maxillaria supina Poepp. & Endl.; Maxillaria truxillensis Rchb.f.; Maxillaria variegata Ruiz & Pav.; Xylobium carnosum (C.Presl) Schltr.; Xylobium houttei Jacob-Makoy ex Mutel; Xylobium scabrilingue (Lindl.) Rolfe ex Gentil; Xylobium scabrilingue Schltr.; Xylobium supinum (Poepp. & Endl.) Schltr.; Xylobium truxillense (Rchb.f.) Rolfe ,40,NA,Moraes et al. (2017),3.74,Moraes et al. (2017)
Maxillariinae Benth.,Xylobium undulatum,(Ruiz & Pav.)Rolfe,Dendrobium undulatum (Ruiz & Pav.) Pers.; Maxillaria undulata Ruiz & Pav. ,38,NA,Wilfret & Kamemoto (1971),NA,
Oncidiinae Benth.,Genus Vitekorchis Romowicz & Szlach. (4 species),,,,,,,
Oncidiinae Benth.,Vitekorchis excavata,(Lindl.) Romowicz & Szlach.,Oncidium aurosum Rchb.f. & Warsz.; Oncidium boissieri Kraenzl.; Oncidium excavatum Lindl.; Oncidium excavatum var. aurosum (Rchb.f. & Warsz.) Lindl.; Oncidium excavatum var. dawsonii B.S.Williams; Oncidium rupestre Lindl.; Oncidium rupestre var. skinneri (Lindl.) Lindl.; Oncidium skinneri Lindl. ,NA,NA,,2.10,Hanson et al. (1999)
Oncidiinae Benth.,Vitekorchis excavata,(Lindl.) Romowicz & Szlach.,Oncidium aurosum Rchb.f. & Warsz.; Oncidium boissieri Kraenzl.; Oncidium excavatum Lindl.; Oncidium excavatum var. aurosum (Rchb.f. & Warsz.) Lindl.; Oncidium excavatum var. dawsonii B.S.Williams; Oncidium rupestre Lindl.; Oncidium rupestre var. skinneri (Lindl.) Lindl.; Oncidium skinneri Lindl. ,NA,NA,,2.13,Chase et al. (2005)
Oncidiinae Benth.,Vitekorchis excavata,(Lindl.) Romowicz & Szlach.,Oncidium aurosum Rchb.f. & Warsz.; Oncidium boissieri Kraenzl.; Oncidium excavatum Lindl.; Oncidium excavatum var. aurosum (Rchb.f. & Warsz.) Lindl.; Oncidium excavatum var. dawsonii B.S.Williams; Oncidium rupestre Lindl.; Oncidium rupestre var. skinneri (Lindl.) Lindl.; Oncidium skinneri Lindl. ,52,NA,Heim (1941),NA,
Oncidiinae Benth.,Vitekorchis excavata,(Lindl.) Romowicz & Szlach.,Oncidium aurosum Rchb.f. & Warsz.; Oncidium boissieri Kraenzl.; Oncidium excavatum Lindl.; Oncidium excavatum var. aurosum (Rchb.f. & Warsz.) Lindl.; Oncidium excavatum var. dawsonii B.S.Williams; Oncidium rupestre Lindl.; Oncidium rupestre var. skinneri (Lindl.) Lindl.; Oncidium skinneri Lindl. ,54,NA,Chardard (1963),NA,
Oncidiinae Benth.,Vitekorchis excavata,(Lindl.) Romowicz & Szlach.,Oncidium aurosum Rchb.f. & Warsz.; Oncidium boissieri Kraenzl.; Oncidium excavatum Lindl.; Oncidium excavatum var. aurosum (Rchb.f. & Warsz.) Lindl.; Oncidium excavatum var. dawsonii B.S.Williams; Oncidium rupestre Lindl.; Oncidium rupestre var. skinneri (Lindl.) Lindl.; Oncidium skinneri Lindl. ,56,NA,Sinotô (1969a),NA,
Oncidiinae Benth.,Genus Cyrtochiloides N.H. Williams & M.W. Chase (3 species),,,,,,,
Oncidiinae Benth.,Cyrtochiloides ochmatochila,(Rchb.f.) N.H.Williams & M.W.Chase,Odontoglossum cardiochilum (Lindl.) Kraenzl.; Oncidium cardiochilum Lindl.; Oncidium chelidon Kraenzl.; Oncidium chelidonizon Kraenzl.; Oncidium ochmatochilum Rchb.f.,NA,NA,,2.23,Chase et al. (2005)
Oncidiinae Benth.,Cyrtochiloides ochmatochila,(Rchb.f.) N.H.Williams & M.W.Chase,Cyrtochiloides cardiochila (Lindl.) N.H.Williams & M.W.Chase,NA,NA,,3.10,Chase et al. (2005)
Oncidiinae Benth.,Genus Cyrtochilum Kunth (138 species),,,,,,,
Oncidiinae Benth.,Cyrtochilum aff. cimiciferum,(Rchb.f.) Dalström,Cyrtochilum macropus (Linden & Rchb.f.) Kraenzl.; Cyrtochilum miradorense (D.E.Benn. & Christenson) Dalström; Cyrtochilum rusbyi (Rolfe) Kraenzl.; Odontoglossum cimiciferum Rchb.f.; Oncidium cimiciferum (Rchb.f.) Beer; Oncidium cimiferum Rchb.f. ex Linden; Oncidium macropus Linden & Rchb.f. Oncidium miradorense D.E.Benn. & Christenson; Oncidium rusbyi Rolfe; Trigonochilum cimiciferum (Rchb.f. ex Lindl.) Königer; Trigonochilum macropus (Linden & Rchb.f.) Königer & Schildh.; Trigonochilum miradorense (D.E.Benn. & Christenson) Königer; Trigonochilum rusbyi (Rolfe) Königer & Schildh. ,NA,NA,,3.43,Chase et al. (2005)
